x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4491063356399536,0.669702410697937,-6.406784223145223e-07,0.5415663123130798,0.6287018656730652,-0.054049644619226456,0.6067667603492737,0.5079060792922974,-0.06575199961662292,0.6206590533256531,0.39672935009002686,-0.07241220772266388,0.6128477454185486,0.3097664713859558,-0.06765414029359818,0.5662698745727539,0.40867793560028076,-0.010778140276670456,0.5649787187576294,0.32951509952545166,-0.06602805107831955,0.5569973587989807,0.4214603006839752,-0.08941854536533356,0.552809476852417,0.4770320653915405,-0.09295442700386047,0.5047605633735657,0.4138259291648865,0.00011299666948616505,0.5033700466156006,0.33992692828178406,-0.06277419626712799,0.5106042623519897,0.4500407874584198,-0.07294486463069916,0.5162258148193359,0.4992799162864685,-0.06032474339008331,0.4480641484260559,0.4330999255180359,-0.000862969784066081,0.4435388445854187,0.3859739899635315,-0.06588468700647354,0.4611210823059082,0.4826502203941345,-0.05104605108499527,0.472154825925827,0.5205636620521545,-0.01957841031253338,0.39468681812286377,0.4591952860355377,-0.005876051727682352,0.39789026975631714,0.4194977581501007,-0.04380272701382637,0.41291964054107666,0.48734021186828613,-0.029171563684940338,0.4213515520095825,0.5189086198806763,-0.004780575167387724,A
0.430491179227829,0.6976932287216187,-6.83352368469059e-07,0.5074838399887085,0.652747631072998,-0.028973180800676346,0.5540233254432678,0.534389317035675,-0.032360274344682693,0.5673249363899231,0.4380680322647095,-0.03502560034394264,0.5618935227394104,0.3643244206905365,-0.028560901060700417,0.5033658742904663,0.4629378616809845,-0.006176327355206013,0.527218222618103,0.387770414352417,-0.04491237550973892,0.5308383703231812,0.4720993638038635,-0.05531453341245651,0.5129368305206299,0.500944197177887,-0.05557698383927345,0.4578871726989746,0.4647860527038574,-0.009181438945233822,0.48165610432624817,0.38193511962890625,-0.05633139982819557,0.49385756254196167,0.48067188262939453,-0.060891371220350266,0.472892165184021,0.5113205313682556,-0.04990680515766144,0.40855666995048523,0.4795745611190796,-0.019367145374417305,0.42785215377807617,0.39377135038375854,-0.07224912196397781,0.45169252157211304,0.4927521049976349,-0.05273061990737915,0.43438491225242615,0.5261594653129578,-0.024555252864956856,0.3523879945278168,0.5022596120834351,-0.03096294030547142,0.38549211621284485,0.4499706029891968,-0.06534788012504578,0.407558798789978,0.5169311165809631,-0.04789336025714874,0.39277613162994385,0.5452551245689392,-0.025500264018774033,A
0.43835926055908203,0.6775538921356201,-6.713645461786655e-07,0.5341482162475586,0.6311854124069214,-0.055243246257305145,0.6039273738861084,0.5092008709907532,-0.06622710824012756,0.624769389629364,0.3941842317581177,-0.07295085489749908,0.6116355061531067,0.30571919679641724,-0.06784269213676453,0.5633993148803711,0.41166287660598755,-0.00041545575368218124,0.5613187551498413,0.33022719621658325,-0.059696659445762634,0.551927387714386,0.42443087697029114,-0.08848360925912857,0.5478054881095886,0.48377352952957153,-0.0944598913192749,0.5001397728919983,0.41340261697769165,0.010854567401111126,0.5015286803245544,0.3361241817474365,-0.054140716791152954,0.5071115493774414,0.4474029839038849,-0.0667431578040123,0.5131382942199707,0.5011225938796997,-0.05458242446184158,0.439332515001297,0.4286971688270569,0.008531942032277584,0.4399457573890686,0.3799283504486084,-0.059126272797584534,0.4565136432647705,0.4784420430660248,-0.04708392918109894,0.46767306327819824,0.5201551914215088,-0.015821337699890137,0.3800956904888153,0.4505566954612732,0.0017337400931864977,0.389264851808548,0.41270267963409424,-0.03743337094783783,0.4041222333908081,0.4797164499759674,-0.024722453206777573,0.41223323345184326,0.5117266178131104,-0.0008817151538096368,A
0.42998939752578735,0.6975553035736084,-6.798881031500059e-07,0.5071812868118286,0.6528728008270264,-0.029533272609114647,0.5542551279067993,0.5342831611633301,-0.03308961167931557,0.5672354102134705,0.43768808245658875,-0.03578872233629227,0.5618879795074463,0.36381062865257263,-0.029340244829654694,0.5034106373786926,0.46312740445137024,-0.006445720326155424,0.5277425646781921,0.38845139741897583,-0.04509733244776726,0.5311670899391174,0.4726218283176422,-0.05554967001080513,0.5131573677062988,0.5014280676841736,-0.0559530109167099,0.4576617479324341,0.4648562967777252,-0.009244431741535664,0.48211950063705444,0.38204291462898254,-0.05657403543591499,0.49401432275772095,0.48081278800964355,-0.061477139592170715,0.4727573096752167,0.5116779208183289,-0.050689879804849625,0.4082612693309784,0.4795306921005249,-0.019231287762522697,0.42790403962135315,0.3936110734939575,-0.07227072864770889,0.4517824053764343,0.49267375469207764,-0.0530923493206501,0.43432238698005676,0.5262831449508667,-0.025126049295067787,0.35204431414604187,0.5022002458572388,-0.03066146932542324,0.38562408089637756,0.45018064975738525,-0.06535778194665909,0.40761008858680725,0.5171766877174377,-0.048253439366817474,0.3926399350166321,0.5454376935958862,-0.026078643277287483,A
0.43863561749458313,0.677401065826416,-6.714183768963267e-07,0.5342033505439758,0.6312999129295349,-0.05555165931582451,0.6040816307067871,0.509098470211029,-0.06662574410438538,0.6245867013931274,0.39402541518211365,-0.07326851040124893,0.6115976572036743,0.3055945038795471,-0.06802277266979218,0.5632139444351196,0.4115724265575409,-0.001020660507492721,0.561184287071228,0.33011022210121155,-0.06017938256263733,0.5519580841064453,0.4245838522911072,-0.08877464383840561,0.5477635264396667,0.48374056816101074,-0.09466475248336792,0.500004231929779,0.41326606273651123,0.01049747597426176,0.5012744665145874,0.33584168553352356,-0.05447017773985863,0.5068891048431396,0.4474320411682129,-0.06695813685655594,0.5127307176589966,0.5010176301002502,-0.054730720818042755,0.43935641646385193,0.4285883605480194,0.008481514640152454,0.4395793080329895,0.3794712424278259,-0.05911017581820488,0.4562506675720215,0.4782789945602417,-0.046793535351753235,0.4674534797668457,0.5199715495109558,-0.015378233045339584,0.38026583194732666,0.45046278834342957,0.00197786302305758,0.38888877630233765,0.4124302566051483,-0.03719421848654747,0.4039521813392639,0.4796997904777527,-0.024347994476556778,0.4122990369796753,0.511746883392334,-0.00040786416502669454,A
0.4306776821613312,0.6980748772621155,-6.866771968816465e-07,0.5105445384979248,0.6532623171806335,-0.030661512166261673,0.5574386119842529,0.5334537625312805,-0.034166671335697174,0.5695138573646545,0.4355456829071045,-0.036743540316820145,0.5634908080101013,0.3616460859775543,-0.030000993981957436,0.5070664882659912,0.45847874879837036,-0.003933536820113659,0.5294162631034851,0.3864448070526123,-0.04386004060506821,0.5326130390167236,0.47002336382865906,-0.056200724095106125,0.5140014886856079,0.49973905086517334,-0.057717591524124146,0.46030592918395996,0.4603760838508606,-0.00658841198310256,0.4812633991241455,0.37952783703804016,-0.05465517193078995,0.49451419711112976,0.48008692264556885,-0.0604960061609745,0.4744266867637634,0.5106770396232605,-0.050146494060754776,0.41024696826934814,0.47552427649497986,-0.0168352909386158,0.42869284749031067,0.3924540877342224,-0.07169307768344879,0.45302361249923706,0.49387502670288086,-0.0520622543990612,0.4361550807952881,0.5271678566932678,-0.023189395666122437,0.35314154624938965,0.4991490840911865,-0.028668835759162903,0.3866881728172302,0.4490899443626404,-0.06481033563613892,0.4077841341495514,0.5178909301757812,-0.04700903967022896,0.3919130861759186,0.5458733439445496,-0.02378968335688114,A
0.4286641478538513,0.6798160076141357,-7.405304813801195e-07,0.5269026756286621,0.6397011280059814,-0.05921822413802147,0.6031288504600525,0.5145977735519409,-0.07130883634090424,0.618296205997467,0.39453497529029846,-0.07785725593566895,0.6116697788238525,0.30243998765945435,-0.07123896479606628,0.5617852210998535,0.4102981388568878,-0.009003913961350918,0.5601618885993958,0.32489269971847534,-0.0696737989783287,0.5514464378356934,0.4239498972892761,-0.0945110023021698,0.5493063926696777,0.477261483669281,-0.09833016246557236,0.4948388934135437,0.4110291004180908,0.002598182065412402,0.4985061287879944,0.3305269479751587,-0.06670621782541275,0.5032302737236023,0.44896766543388367,-0.07693734019994736,0.5070441961288452,0.4940875172615051,-0.06219099462032318,0.431826651096344,0.42475610971450806,0.0005299161421135068,0.4336854815483093,0.37241238355636597,-0.07209547609090805,0.4497305750846863,0.477701336145401,-0.05589492619037628,0.45938318967819214,0.5120125412940979,-0.02118925005197525,0.3699301481246948,0.44535917043685913,-0.006013383623212576,0.38172855973243713,0.4053339660167694,-0.047805603593587875,0.39713600277900696,0.47850704193115234,-0.03244275599718094,0.40401723980903625,0.5070518851280212,-0.0063762483187019825,A
0.43077102303504944,0.6977168917655945,-6.810959689573792e-07,0.5107525587081909,0.6529133319854736,-0.03080851212143898,0.557607889175415,0.5334647297859192,-0.03440452367067337,0.569470226764679,0.43566152453422546,-0.03703483194112778,0.5637123584747314,0.3618641197681427,-0.030379250645637512,0.507270872592926,0.4581383168697357,-0.0036580602172762156,0.5292165279388428,0.3864003121852875,-0.04342920333147049,0.5323671698570251,0.4695066809654236,-0.05596967041492462,0.5139824151992798,0.4992235004901886,-0.057698845863342285,0.46030518412590027,0.4600401818752289,-0.0062277186661958694,0.4810446500778198,0.37911051511764526,-0.05412282049655914,0.49425867199897766,0.4793858528137207,-0.06011201813817024,0.47442564368247986,0.5102389454841614,-0.04984787851572037,0.4101952612400055,0.4752572774887085,-0.016395222395658493,0.4284442365169525,0.39245468378067017,-0.0711604431271553,0.4526989459991455,0.49353012442588806,-0.051743317395448685,0.43611249327659607,0.5268340110778809,-0.02296358533203602,0.35326385498046875,0.49912887811660767,-0.028166325762867928,0.38651034235954285,0.44914156198501587,-0.06439241021871567,0.4076322019100189,0.5177961587905884,-0.04671930521726608,0.39203575253486633,0.5458406209945679,-0.023519517853856087,A
0.42880979180336,0.6795963048934937,-7.333971439038578e-07,0.5272536277770996,0.6393182277679443,-0.058736205101013184,0.6036412119865417,0.5143297910690308,-0.07080808281898499,0.6182848215103149,0.3947886526584625,-0.07746696472167969,0.6113074421882629,0.30297815799713135,-0.07113174349069595,0.5615695714950562,0.40977251529693604,-0.008702782914042473,0.5605887770652771,0.32499223947525024,-0.06927306950092316,0.5521339178085327,0.4238499402999878,-0.0943523496389389,0.5498275756835938,0.4773571193218231,-0.09837981313467026,0.49456551671028137,0.4106178283691406,0.002585681388154626,0.4991152584552765,0.33008894324302673,-0.06670287251472473,0.5039239525794983,0.44846758246421814,-0.07736235857009888,0.5072404146194458,0.49440208077430725,-0.06289893388748169,0.4314790368080139,0.42447787523269653,0.0003187501279171556,0.43413323163986206,0.3722396492958069,-0.07216742634773254,0.45022547245025635,0.4775542616844177,-0.056181106716394424,0.459277480840683,0.5125805735588074,-0.021602017804980278,0.3692976236343384,0.44530218839645386,-0.006375249940901995,0.3819717764854431,0.4053299129009247,-0.04816168174147606,0.3974894881248474,0.4785040020942688,-0.03284134715795517,0.40386849641799927,0.5073369741439819,-0.006795658729970455,A
0.43600594997406006,0.6870917081832886,-6.248127988328633e-07,0.5129171013832092,0.6506982445716858,-0.03131844848394394,0.5605884790420532,0.5314304232597351,-0.03478105366230011,0.5690031051635742,0.4319508671760559,-0.03640546277165413,0.5633600950241089,0.358405202627182,-0.029309270903468132,0.5033576488494873,0.4574936032295227,-0.010319160297513008,0.5253818035125732,0.38490551710128784,-0.048462506383657455,0.531162440776825,0.4682180881500244,-0.05600130185484886,0.5166816115379333,0.4999488890171051,-0.05365458130836487,0.457981139421463,0.46117329597473145,-0.011725900694727898,0.48488083481788635,0.3789709210395813,-0.05929301306605339,0.496442973613739,0.48149439692497253,-0.06161653995513916,0.4761887490749359,0.5147810578346252,-0.04779640585184097,0.40828490257263184,0.47716405987739563,-0.02020750567317009,0.43364623188972473,0.3970514237880707,-0.07528690248727798,0.454364150762558,0.49905654788017273,-0.0553392730653286,0.4380233585834503,0.5325299501419067,-0.025628341361880302,0.3514821231365204,0.501360297203064,-0.029943762347102165,0.3876473605632782,0.4523557424545288,-0.06709954887628555,0.40736958384513855,0.5226355791091919,-0.05019570514559746,0.3932383954524994,0.5510880947113037,-0.027236729860305786,A
